"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Geneid"
209.309384149695,2.52655731624399,0.167803240058261,15.0566658627496,3.12136589931966e-51,1.2665313727668e-48,"ENSG00000124440.17"
16628.3897924594,2.02987256409956,0.135015563807979,15.0343597941528,4.37255143009307e-51,1.7329539877127e-48,"ENSG00000196569.15"
2880.13454518684,1.39601999297957,0.0940462744420631,14.843969112669,7.61159034232319e-50,2.94810733213345e-47,"ENSG00000134686.23"
1713.70953355662,1.92294929160837,0.129643139579738,14.8326343981021,9.0125418086429e-50,3.41314972228649e-47,"ENSG00000262655.6"
2044.34834786417,-1.23077186312675,0.0829975337258105,-14.8290172957754,9.51151793266871e-50,3.52381062192479e-47,"ENSG00000145685.16"
457.002755734971,2.46361446414177,0.166193227578522,14.8237957709665,1.02807063775033e-49,3.727740384796e-47,"ENSG00000126803.10"
360.400558520563,2.42888790181861,0.163974706033113,14.8125766502556,1.21492369517019e-49,4.31348533606051e-47,"ENSG00000060718.24"
1335.25921387794,1.39588919767325,0.0952866503794136,14.6493679032171,1.35974783955103e-48,4.72914748604667e-46,"ENSG00000068383.21"
98691.4933765777,-1.28781819279653,0.0880231486322365,-14.6304490671774,1.79597812555685e-48,6.12141184314796e-46,"ENSG00000108821.16"
2993.49964824897,1.84655679769783,0.126694366797773,14.5748926678426,4.05759839778735e-48,1.35587435088416e-45,"ENSG00000100242.18"
858.409665042018,2.76262808997663,0.189919664946517,14.5462982506556,6.16500366565634e-48,2.02046139365607e-45,"ENSG00000221866.12"
806.188855186247,-2.50441742589462,0.17233581553017,-14.5321935442733,7.57551752904002e-48,2.43588622131887e-45,"ENSG00000138316.13"
162.026079052076,4.82751555444514,0.332383144237619,14.5239481548257,8.5443783673551e-48,2.69654252104566e-45,"ENSG00000168309.20"
2891.02527506698,1.54049655765699,0.106128273441855,14.51542089301,9.6761932363501e-48,2.99821245697961e-45,"ENSG00000133142.21"
743.08717260993,-2.09754928412774,0.144574921076622,-14.5083896190825,1.0720799853974e-47,3.26256912698972e-45,"ENSG00000131389.20"
629.443170078061,-1.69612433351712,0.116922801717321,-14.5063606807658,1.10425820247131e-47,3.30153829588003e-45,"ENSG00000172986.14"
375.215074568049,-2.17774550000728,0.150718334638209,-14.4491080347646,2.53953265949687e-47,7.46184751433547e-45,"ENSG00000103742.14"
3064.09916979153,2.63400922556653,0.184095741832558,14.3078226543787,1.95540110384275e-46,5.64812637486241e-44,"ENSG00000103196.14"
695.651785136904,2.28356773756969,0.159959760897556,14.2758886657262,3.09319443646258e-46,8.78570326436587e-44,"ENSG00000141401.14"
1843.84418332232,1.56763435739119,0.110240662104914,14.2201101432002,6.8744655035577e-46,1.92056788707591e-43,"ENSG00000164647.11"
242.616386982574,3.01688316274472,0.212703497352977,14.1835146120718,1.15893740046506e-45,3.18558244818153e-43,"ENSG00000167641.13"
525.008339747956,2.19659262075302,0.155858188777232,14.0935336024764,4.1620358839841e-45,1.12586373864852e-42,"ENSG00000169715.16"
